"title","estimate","all consumer units","less than $5,000","$5,000 to $9,999","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $29,999","$30,000 to $39,999","$40,000 to $49,999","$50,000 to $69,999","$70,000 and over"
"    Finance, late, interest charges for credit cards (new UC","SE",6.2,6,4.38,5.22,23.23,2.37,12.96,17.54,15,15.16
"    Finance, late, interest charges for student loans (new  ","MEAN",26.47,11.39,0.06,1.46,4.37,10.27,7.71,22.9,36.44,49.19
"    Finance, late, interest charges for student loans (new  ","SE",3.07,7.45,0.06,0.85,4.08,4.24,2.49,7.96,11.91,9.13
"    Finance, late, interest charges for other loans (new UCC","MEAN",9.39,2.47,0,0.41,0.35,5.59,29.25,7.67,7.3,11.52
"    Finance, late, interest charges for other loans (new UCC","SE",2.88,2.54,0,0.3,0.25,2.92,25.44,3.86,3.55,3.48
"    Dating services                                         ","MEAN",0.65,0.92,0.26,0.07,0.31,0.11,0.16,1.55,1.48,0.58
"    Dating services                                         ","SE",0.11,0.59,0.22,0.07,0.23,0.1,0.12,0.73,0.39,0.17
"    Vacation clubs                                          ","MEAN",15.83,0,11.14,0,1.27,3.71,1.31,4.15,7.77,39.89
"    Vacation clubs                                          ","SE",5.75,0,9.32,0,0.79,2.61,0.71,2.86,6.67,16.65
"    Expenses for other properties                           ","MEAN",34.58,7.99,7.53,10.01,7.07,17.86,15.08,33.23,47.16,58.71
"    Expenses for other properties                           ","SE",4.69,3.7,5.78,3.68,3.61,5.68,3.51,12.14,13.15,10.59
"    Occupational expenses                                   ","MEAN",53.55,7.99,4.51,11.56,4.67,9.55,22.71,35.94,50.21,114.78
"    Occupational expenses                                   ","SE",3.5,3.85,2.15,5.27,1.85,2.13,4.3,12.31,6.7,8.98
"    Interest paid, home equity line of credit (other        ","MEAN",0,0,0,0,0,0,0,0,0,0
"    Credit card memberships                                 ","MEAN",3.03,1.32,0.58,1.28,1.54,1.46,1.66,1.98,3.14,5.4
"    Credit card memberships                                 ","SE",0.3,0.85,0.37,0.7,0.92,0.49,0.45,0.94,0.65,0.57
"    Shopping club membership fees                           ","MEAN",15.28,3.68,6.14,2.95,6.44,6.58,11.11,10.42,18.36,26.5
"    Shopping club membership fees                           ","SE",0.72,0.93,1.53,0.87,1.2,0.67,1.12,1.33,3.07,1.47
"  Cash contributions                                        ","MEAN",1788.07,443.62,373.15,488.59,799.99,1107.55,1215.85,1340.2,1643.03,3192.64
"  Cash contributions                                        ","SE",87.26,69.76,50.51,52.22,65.41,138.6,116.85,124.04,138.97,165.71
"    Support for college students                            ","MEAN",106.05,28.43,11.63,22.07,32.71,34.91,30.95,47.86,54.08,244.95
"    Support for college students                            ","SE",9.88,15.26,4.3,8.52,13.1,14.73,8.5,20.03,11.41,25.79
"    Alimony expenditures                                    ","MEAN",53.7,0,7.77,2.52,6.73,18.86,15.56,17.04,41.86,124.83
"    Alimony expenditures                                    ","SE",13.76,0,5.63,2.49,4.76,14.46,13.62,13.22,25.71,34.82
"    Child support expenditures                              ","MEAN",208.38,97.72,24.51,47.04,63.73,115.49,161.39,160.47,197.81,370.18
"    Child support expenditures                              ","SE",17.49,30.45,9.36,11.58,16.48,24.93,41.63,32.12,25.33,46.39
"    Gift to non-CU members of stocks, bonds, and mutual fund","MEAN",28.14,0.18,0.51,1.18,0.61,0.32,13.45,24.62,85.97,36.69
"    Gift to non-CU members of stocks, bonds, and mutual fund","SE",10.55,0.19,0.51,0.85,0.6,0.33,13.72,17.12,66.72,13.39
"    Cash contributions to charities and other organizations ","MEAN",215.15,31.58,44.98,50.48,66.68,109.7,133.47,120.88,143.25,440.81
"    Cash contributions to charities and other organizations ","SE",16.8,8.52,13.14,11.19,9.37,25.89,48.9,25.6,17.3,42.44
"    Cash contributions to church, religious organizations   ","MEAN",704.38,215.08,188.7,219.49,342.66,403.5,535.36,536.98,718.46,1197.62
"    Cash contributions to church, religious organizations   ","SE",57.76,54.94,40.57,25.85,28.42,30.42,48.46,49.19,84.02,120.66
"    Cash contribution to educational institutions           ","MEAN",45.83,1.96,6.64,8.84,12.11,7.42,10.92,5.56,37.4,109.14
"    Cash contribution to educational institutions           ","SE",11.47,1,5.8,7.19,6.97,2.31,3.7,2.01,24.77,31.97
"    Cash contribution to political organizations            ","MEAN",12.58,1.22,1.01,1.27,4.04,2.36,3.15,2.71,6.27,31.26
"    Cash contribution to political organizations            ","SE",2.94,0.9,0.62,0.74,1.71,0.78,1.01,1.1,3.3,7.98
"    Other cash gifts                                        ","MEAN",413.86,67.44,87.41,135.71,270.72,414.99,311.57,424.08,357.94,637.15
"    Other cash gifts                                        ","SE",29.2,15.28,28.07,42.06,56.35,105.49,69.6,97.4,50.48,66.23
"  Personal insurance and pensions                           ","MEAN",5714.82,240.05,332.49,581.21,806.47,1401.05,2364.69,3361.58,4923.25,12617.15
"  Personal insurance and pensions                           ","SE",92.13,45.27,41.82,116.93,68.18,53.25,82.35,74.23,93.4,163.35
"    Life and other personal insurance                       ","MEAN",327.23,83.63,44.63,80.52,127.03,131.47,227.03,205.75,251.04,647.5
"    Life and other personal insurance                       ","SE",16.73,20.01,9.84,13.27,22.19,11.59,44.62,28.03,22.69,40.65
"      Life, endowment, annuity, other personal insurance    ","MEAN",307.95,82.83,39.83,73.09,119.08,124.62,219.15,193.8,237.49,607.02
"      Life, endowment, annuity, other personal insurance    ","SE",16,19.96,9.83,12.82,22.1,10.9,44.77,28.21,21.72,39.41
"      Other nonhealth insurance                             ","MEAN",19.28,0.8,4.8,7.43,7.94,6.85,7.89,11.95,13.55,40.49
"      Other nonhealth insurance                             ","SE",1.97,0.61,2.43,2.83,2.91,1.8,1.62,2.99,2.85,4.95
"    Pensions and Social Security                            ","MEAN",5387.59,156.43,287.86,500.69,679.45,1269.58,2137.66,3155.83,4672.21,11969.64
"    Pensions and Social Security                            ","SE",88,55.51,41.12,118.34,65.4,54.1,67.33,73.52,87,163.04
"      Deductions for government retirement                  ","MEAN",83.14,0.56,2.42,2.53,2.75,7.13,26.83,52.47,69.66,194.12
"      Deductions for government retirement                  ","SE",9.39,0.46,1.4,2.22,1.99,2.76,9.49,12.1,11.74,25.62
"      Deductions for railroad retirement                    ","MEAN",4.03,0,0,0,0,0,0,0,0.33,11.96
"      Deductions for railroad retirement                    ","SE",2.45,0,0,0,0,0,0,0,0.35,7.38
"      Deductions for private pensions                       ","MEAN",495.93,0.93,2.07,2.48,3.68,20.39,92.3,157.4,285.29,1289.8
"      Deductions for private pensions                       ","SE",29.76,0.49,0.92,1.27,1.51,4.42,17.08,20.93,28.77,81.83
"      Non-payroll deposit to retirement plans               ","MEAN",557.98,73.1,53.1,174.53,124.08,98.17,144.03,165.93,297.4,1351.86
"      Non-payroll deposit to retirement plans               ","SE",38.04,55.19,38.02,115.03,60.13,41.24,31.96,51.07,63.69,94.95
"      Deductions for Social Security                        ","MEAN",4246.51,81.84,230.26,321.15,548.95,1143.89,1874.5,2780.03,4019.54,9121.91
"      Deductions for Social Security                        ","SE",56.77,6.05,11.64,16.47,25.6,31.74,45.77,43.27,53.94,76.02
"  Money income before taxes                                 ","MEAN",66893.55,2392.11,7996.91,13150.41,17569.82,25154.93,34980.69,45191.94,59642.97,136691.06
"    Wages and salaries                                      ","MEAN",51978.23,911.19,2733.24,3584.07,6192.15,12748.91,21384.6,32519.38,45684.47,114669.9
"    Self-employment income                                  ","MEAN",4284.25,-258.83,28.75,136.64,307.31,682.96,1235.58,1427.73,2477.31,10765.31
"      Self-employment income (new UCC Q20132)               ","MEAN",4284.25,-258.83,28.75,136.64,307.31,682.96,1235.58,1427.73,2477.31,10765.31
"      Net business income (thru Q20131)                     ","MEAN",0,0,0,0,0,0,0,0,0,0
"      Net farm income (thru Q20131)                         ","MEAN",0,0,0,0,0,0,0,0,0,0
"    Social Security, private and government retirement      ","MEAN",7680.72,431.39,2339.92,6495.54,8996.57,9495.22,10274.76,8915.89,9084.03,6964.81
"      Social Security and railroad retirement income        ","MEAN",5286.34,294.48,2063.7,6261.91,8479.69,8441.78,8519.72,6454.74,5299.03,3145.87
"      Retirement, survivors, disability income (new UCC     ","MEAN",2394.38,136.91,276.22,233.62,516.89,1053.45,1755.05,2461.15,3785,3818.93
"      Pensions and annuities (thru Q20131)                  ","MEAN",0,0,0,0,0,0,0,0,0,0
"    Interest, dividends, rental income, other property incom","MEAN",1548.15,39.82,112.95,152.07,167.21,508.7,746.19,959.91,1382.27,3317.99
"      Interest and dividends (new UCC Q20132)               ","MEAN",777.71,47.62,61.08,106.29,138.73,360.62,457.34,587.51,847.43,1490.15
"      Net room/rental income (new UCC Q20132)               ","MEAN",450.73,-10.81,11.25,30.76,1.95,93.58,192.08,266.23,431.6,1001.63
"      Royalty, estate, trust income (new UCC Q20132)        ","MEAN",319.71,3,40.62,15.03,26.53,54.5,96.77,106.17,103.25,826.21
"      Interest (thru Q20131)                                ","MEAN",0,0,0,0,0,0,0,0,0,0
"      Dividends, royalties, estates, trusts (thru Q20131)   ","MEAN",0,0,0,0,0,0,0,0,0,0
"      Roomer and boarder income (thru Q20131)               ","MEAN",0,0,0,0,0,0,0,0,0,0
"      Other rental income (thru Q20131)                     ","MEAN",0,0,0,0,0,0,0,0,0,0
"    Public assistance, supplemental security income, food   ","MEAN",530.26,753.94,1655.94,1279.36,967.73,884.72,633.42,410.55,309.03,102.54
"      Supplemental security income                          ","MEAN",207.56,183.28,565.41,514.97,376.34,379.83,244.92,158.8,138.4,45.95
"      Public assistance                                     ","MEAN",31.61,48.51,79.08,110.32,68.73,39.61,42.03,22.76,14.08,4.71
"      Food stamps                                           ","MEAN",291.09,522.15,1011.44,654.07,522.65,465.27,346.48,228.99,156.55,51.88
"    Unemployment and workers'' compensation, veterans''     ","MEAN",549.14,82.33,427.74,677.98,563.75,420.58,524.48,730.04,468.88,642.85
"      Unemployment compensation (thru Q20131)               ","MEAN",0,0,0,0,0,0,0,0,0,0
"      Workers'' compensation and veterans'' benefits (thru  ","MEAN",0,0,0,0,0,0,0,0,0,0
"      Child support payments (thru Q20131)                  ","MEAN",0,0,0,0,0,0,0,0,0,0
"      Other regular contributions including alimony (thru   ","MEAN",0,0,0,0,0,0,0,0,0,0
"      Other regular income (new UCC Q20132)                 ","MEAN",549.14,82.33,427.74,677.98,563.75,420.58,524.48,730.04,468.88,642.85
"    Other income                                            ","MEAN",322.8,432.29,698.37,824.75,375.09,413.85,181.65,228.44,236.99,227.67
"      Meals as pay                                          ","MEAN",27.76,7.55,27.62,12.28,39.37,39.86,17.12,31.95,25.26,30.45
"      Rent as pay                                           ","MEAN",103.44,329.85,367.36,304.38,153.55,83.77,74.32,66.86,54.82,36.94
"      Other income                                          ","MEAN",191.61,94.9,303.38,508.09,182.17,290.22,90.22,129.63,156.91,160.29
"  Personal taxes (contains some imputed values)             ","MEAN",8460.15,-160.11,-399.17,-498.62,-754.54,-659.91,395.25,2144.16,4948.24,23173.42
"    Federal income taxes                                    ","MEAN",6643.62,-74.64,-340.74,-532.49,-728.03,-803.23,-23.62,1385.85,3677.72,18618.66
"      Federal income tax (imputed) (new UCC Q20132)         ","MEAN",6643.62,-74.64,-340.74,-532.49,-728.03,-803.23,-23.62,1385.85,3677.72,18618.66
"    State and local income taxes                            ","MEAN",1770.08,-98.22,-65.97,-51.67,-43.69,125.95,352.61,700.42,1237.65,4493.87
"      State and local income tax (imputed) (new UCC Q20132) ","MEAN",1770.08,-98.22,-65.97,-51.67,-43.69,125.95,352.61,700.42,1237.65,4493.87
"    Other taxes                                             ","MEAN",46.45,12.75,7.54,85.55,17.17,17.38,66.26,57.89,32.86,60.89
"      Vehicle personal property taxes (new UCC Q20132)      ","MEAN",29.04,12.2,7.54,7.96,14.76,14.41,20.28,22.96,31.3,49.43
"      Other taxes                                           ","MEAN",17.4,0.55,0,77.59,2.42,2.97,45.98,34.93,1.56,11.46
"  Income after taxes                                        ","MEAN",58409.47,2561.65,8406.31,13707.02,18379.99,26002.29,34689.75,43316.36,55089.69,113083.48
"    Meals as pay                                            ","MEAN",27.76,7.55,27.62,12.28,39.37,39.86,17.12,31.95,25.26,30.45
"    Rent as pay                                             ","MEAN",103.44,329.85,367.36,304.38,153.55,83.77,74.32,66.86,54.82,36.94
"    Income after taxes (new UCC Q20132)                     ","MEAN",58278.28,2224.25,8011.33,13390.36,18187.07,25878.67,34598.31,43217.55,55009.61,113016.1
